step,train_loss,validation_loss
0,6.40363,4.37803
1,6.25,4.03337
2,6.14038,3.87238
3,6.10889,3.78912
4,6.00561,3.72326
5,6.00438,3.66257
6,5.92915,3.6153
7,5.92779,3.57717
8,5.91808,3.54887
9,5.84638,3.53261
10,5.85026,3.51819
11,5.84115,3.50437
12,5.85832,3.48865
13,5.77311,3.48365
14,5.74747,3.47387
15,5.7705,3.47683
16,5.76758,3.45898
17,5.80526,3.45587
18,5.88513,3.44837
19,5.8094,3.44044
20,5.69578,3.43413
21,5.7715,3.42973
22,5.81794,3.42398
23,5.80724,3.41555
24,5.85524,3.41406
25,5.78297,3.40895
26,5.88632,3.404
27,5.85693,3.40291
28,5.80956,3.39906
29,5.7916,3.39698
30,5.81076,3.39471
31,5.82884,3.39102
32,5.77663,3.38836
33,5.81563,3.38464
34,5.80898,3.37993
35,5.7993,3.37615
36,5.81915,3.37028
37,5.76988,3.36585
38,5.77125,3.36108
39,5.82096,3.35779
40,5.7774,3.35245
41,5.7985,3.35002
42,5.74286,3.34917
43,5.73709,3.34827
44,5.69859,3.34385
45,5.7461,3.33932
46,5.78473,3.33428
47,5.74262,3.33071
48,5.84477,3.32668
49,5.79443,3.3257
50,5.83705,
51,5.83537,
52,5.79039,
53,5.79841,
54,5.84484,
55,5.78238,
56,5.77362,
57,5.77235,
58,5.81851,
59,5.72917,
60,5.75749,
61,5.75018,
62,5.77845,
63,5.72074,
64,5.77922,
65,5.74215,
66,5.76211,
67,5.74196,
68,5.73711,
69,5.7957,
70,5.71452,
71,5.74416,
72,5.74449,
73,5.7717,
74,5.78728,
75,5.77,
76,5.7813,
77,5.75312,
78,5.75286,
79,5.735,
80,5.78612,
81,5.77198,
82,5.70864,
83,5.71676,
84,5.74751,
85,5.84215,
86,5.81244,
87,5.93354,
88,5.82933,
89,5.87125,
90,5.86307,
91,5.79829,
92,5.81136,
93,5.81914,
94,5.77146,
95,5.77096,
96,5.78048,
97,5.70405,
98,5.76378,
99,5.81963,
100,5.76627,
101,5.76824,
102,5.80816,
103,5.80465,
104,5.70046,
105,5.68948,
106,5.7616,
107,5.71832,
108,5.68068,
109,5.68693,
110,5.68752,
111,5.72131,
112,5.79073,
113,5.85369,
114,5.86382,
115,5.82268,
116,5.75246,
117,5.75089,
118,5.73162,
119,5.72672,
120,5.69758,
121,5.64255,
122,5.58556,
123,5.63315,
124,5.55381,
125,5.58205,
126,5.55993,
127,5.50985,
128,5.54605,
129,5.46945,
130,5.46996,
131,5.40371,
132,5.40452,
133,5.47387,
134,5.344,
135,5.36114,
136,5.43674,
137,5.45383,
138,5.44452,
139,5.46852,
140,5.28426,
141,5.26828,
142,5.26932,
143,5.22449,
144,5.35615,
145,5.36677,
146,5.22606,
147,5.26487,
148,5.1981,
149,5.31276,
150,5.36924,
151,5.27825,
152,5.3305,
153,5.30591,
154,5.31797,
155,5.21108,
156,5.19039,
157,5.19863,
158,5.22198,
159,5.15256,
160,5.1724,
161,5.18645,
162,5.22586,
163,5.23974,
164,5.20663,
165,5.1515,
166,5.14436,
167,5.16296,
168,5.07317,
169,5.13949,
170,5.16578,
171,5.05925,
172,5.13016,
173,5.03267,
174,5.07789,
175,5.04915,
176,5.0901,
177,5.10021,
178,5.11827,
179,5.12051,
180,5.11108,
181,5.01026,
182,5.06837,
183,4.94003,
184,5.04052,
185,5.14348,
186,5.16954,
187,5.1412,
188,5.10747,
189,5.06664,
190,5.11907,
191,5.09083,
192,4.96986,
193,5.02376,
194,5.15049,
195,5.00973,
196,5.1242,
197,4.92938,
198,5.0271,
199,5.027,
200,5.05221,
201,4.9922,
202,4.96675,
203,4.98201,
204,4.84694,
205,5.0014,
206,4.7692,
207,4.8844,
208,4.87283,
209,4.90402,
210,4.95289,
211,4.72913,
212,4.91176,
213,4.98018,
214,4.92017,
215,4.95484,
216,4.94702,
217,5.00249,
218,4.84504,
219,4.87097,
220,4.91315,
221,4.80279,
222,4.73566,
223,4.80187,
224,5.12621,
225,5.1067,
226,5.07161,
227,5.04567,
228,5.00479,
229,4.97007,
230,4.923,
231,4.91168,
232,4.92504,
233,4.91327,
234,4.89868,
235,4.88315,
236,4.82488,
237,4.87617,
238,4.79949,
239,4.84478,
240,4.92681,
241,4.95169,
242,4.85457,
243,5.03482,
244,4.96133,
245,4.74168,
246,4.75096,
247,4.93005,
248,4.80392,
249,4.87081,
250,4.94572,
251,4.93667,
252,4.86079,
253,4.79416,
254,4.86179,
255,4.81355,
256,4.83633,
257,4.86496,
258,4.89717,
259,4.85314,
260,4.81176,
261,4.85222,
262,4.93013,
263,4.847,
264,4.70937,
265,4.83576,
266,4.80772,
267,4.79259,
268,4.79666,
269,4.69733,
270,4.64585,
271,4.87332,
272,4.84808,
273,4.59344,
274,4.57788,
275,4.7998,
276,4.95859,
277,4.95233,
278,4.9122,
279,4.78924,
280,4.79532,
281,4.8625,
282,4.84518,
283,4.86476,
284,4.81096,
285,4.66794,
286,4.79322,
287,4.61991,
288,4.69368,
289,4.61895,
290,4.74472,
291,4.85877,
292,4.84522,
293,4.89991,
294,4.92638,
295,4.86206,
296,4.84995,
297,4.83239,
298,4.84311,
299,4.8382,
300,4.8061,
301,4.79722,
302,4.89168,
303,4.87658,
304,5.23203,
305,4.77157,
306,4.82485,
307,4.81545,
308,4.82087,
309,4.66726,
310,4.78711,
311,4.76113,
312,4.75503,
313,4.75916,
314,4.87963,
315,4.76889,
316,4.72046,
317,4.64047,
318,4.69432,
319,4.71175,
320,4.78344,
321,4.81914,
322,4.84645,
323,4.63249,
324,4.85953,
325,4.83792,
326,4.90123,
327,4.93474,
328,4.89655,
329,4.77322,
330,4.83137,
331,4.88862,
332,4.86807,
333,4.84481,
334,4.81312,
335,4.75681,
336,4.73529,
337,4.71057,
338,4.66976,
339,4.77911,
340,4.71153,
341,4.64949,
342,4.65147,
343,4.73833,
344,4.7807,
345,4.72488,
346,4.66114,
347,4.72116,
348,4.64073,
349,4.68893,
350,4.7376,
351,4.78568,
352,4.68751,
353,4.69826,
354,4.81322,
355,4.70242,
356,4.71917,
357,4.75234,
358,4.72149,
359,4.69907,
360,4.70743,
361,4.69471,
362,4.60245,
363,4.62483,
364,4.63702,
365,4.61009,
366,4.60995,
367,4.67392,
368,4.61804,
369,4.67233,
370,4.64268,
371,4.49328,
372,4.71077,
373,4.59544,
374,4.61431,
375,4.57377,
376,4.66693,
377,4.72299,
378,4.81072,
379,4.70118,
380,4.62376,
381,4.74943,
382,4.65045,
383,4.68216,
384,4.65293,
385,4.60075,
386,4.59998,
387,4.68943,
388,4.50552,
389,4.49925,
390,4.36524,
391,4.55344,
392,4.57016,
393,4.67741,
394,4.60554,
395,4.6645,
396,4.59527,
397,4.55911,
398,4.50369,
399,4.55801,
400,4.6004,
401,4.4655,
402,4.58909,
403,4.41574,
404,4.38536,
405,4.64591,
406,4.54842,
407,4.63811,
408,4.51189,
409,4.56658,
410,4.4813,
411,4.47154,
412,4.44763,
413,4.51028,
414,4.43715,
415,4.37197,
416,4.42502,
417,4.57567,
418,4.38365,
419,4.54438,
420,4.60484,
421,4.84488,
422,4.81199,
423,4.85305,
424,4.79612,
425,4.80681,
426,4.80579,
427,4.74954,
428,4.6333,
429,4.68127,
430,4.61,
431,4.65605,
432,4.64826,
433,4.63956,
434,4.65357,
435,4.69318,
436,4.57826,
437,4.51923,
438,4.55938,
439,4.61175,
440,4.53868,
441,4.56159,
442,4.55633,
443,4.47224,
444,4.69078,
445,4.59568,
446,4.53216,
447,4.60296,
448,4.62935,
449,4.48359,
450,4.70165,
451,4.62158,
452,4.71011,
453,4.73513,
454,4.76262,
455,4.67361,
456,4.64217,
457,4.65387,
458,4.63078,
459,4.66905,
460,4.61216,
461,4.65529,
462,4.67151,
463,4.52162,
464,4.53939,
465,4.55297,
466,4.60364,
467,4.46267,
468,4.47745,
469,4.49201,
470,4.47983,
471,4.37884,
472,4.4179,
473,4.46191,
474,4.47083,
475,4.5185,
476,4.50832,
477,4.50143,
478,4.89445,
479,4.74209,
480,4.75064,
481,4.67577,
482,4.7293,
483,4.71578,
484,4.65609,
485,4.67445,
486,4.69859,
487,4.62138,
488,4.65674,
489,4.55931,
490,4.5726,
491,4.49348,
492,4.50722,
493,4.62252,
494,4.6872,
495,4.61254,
496,4.48401,
497,4.56108,
498,4.53053,
499,4.49491,
500,4.61607,
501,4.5899,
502,4.52928,
503,4.48384,
504,4.56247,
505,4.69021,
506,4.59799,
507,4.66738,
508,4.65329,
509,4.68567,
510,4.59956,
511,4.80406,
512,4.67558,
513,4.56288,
514,4.47108,
515,4.47342,
516,4.63482,
517,4.59874,
518,4.50256,
519,4.5003,
520,4.52717,
521,4.51827,
522,4.53419,
523,4.55884,
524,4.47851,
525,4.45715,
526,4.40645,
527,4.39683,
528,4.45997,
529,4.47289,
530,4.31516,
531,4.44739,
532,4.38511,
533,4.48732,
534,4.37908,
535,4.44501,
536,4.48271,
537,4.42743,
538,4.39697,
539,4.71161,
540,4.66626,
541,4.65048,
542,4.72188,
543,4.63653,
544,4.65783,
545,4.61795,
546,4.60196,
547,4.571,
548,4.51336,
549,4.57022,
550,4.61644,
551,4.72905,
552,4.54215,
553,4.57179,
554,4.57633,
555,4.56449,
556,4.67168,
557,4.58169,
558,4.59821,
559,4.53355,
560,4.41051,
561,4.50661,
562,4.44129,
563,4.43682,
564,4.43616,
565,4.43991,
566,4.49856,
567,4.72949,
568,4.77015,
569,4.71645,
570,4.612,
571,4.57578,
572,4.57662,
573,4.60233,
574,4.58027,
575,4.53178,
576,4.61615,
577,4.54491,
578,4.59612,
579,4.47167,
580,4.46844,
581,4.51273,
582,4.50772,
583,4.46654,
584,4.48178,
585,4.39069,
586,4.75421,
587,4.82774,
588,4.84066,
589,4.72797,
590,4.65007,
591,4.65891,
592,4.59159,
593,4.75207,
594,4.55268,
595,4.58548,
596,4.56871,
