step,train_loss,validation_loss
0,6.31853,4.37526
1,6.25519,4.03312
2,6.20482,3.85037
3,6.17138,3.74932
4,6.10329,3.68644
5,6.10662,3.64938
6,6.07366,3.61922
7,6.03691,3.5888
8,6.04602,3.57109
9,6.01275,3.55341
10,5.99129,3.53925
11,5.9602,3.53065
12,5.96235,3.52183
13,5.89888,3.51576
14,5.90119,3.50903
15,5.88173,3.50256
16,5.86146,3.49664
17,5.87406,3.49048
18,5.91015,3.48156
19,5.85863,3.47423
20,5.79659,3.46705
21,5.82716,3.4618
22,5.83561,3.45942
23,5.82511,3.45783
24,5.84488,3.45279
25,5.79136,3.4487
26,5.87353,3.44304
27,5.83695,3.441
28,5.80953,3.43545
29,5.79774,3.4328
30,5.81907,3.43057
31,5.82491,3.42688
32,5.78143,3.42455
33,5.81329,3.42101
34,5.81139,3.41824
35,5.80524,3.41597
36,5.81028,3.41188
37,5.7775,3.40874
38,5.778,3.40468
39,5.81924,3.40009
40,5.77688,3.3988
41,5.78824,3.39418
42,5.74955,3.39401
43,5.75699,3.38974
44,5.73212,3.389
45,5.73337,3.3866
46,5.78155,3.38256
47,5.73552,3.37765
48,5.82087,3.37188
49,5.79134,3.36843
50,5.81488,
51,5.80227,
52,5.77771,
53,5.78726,
54,5.83973,
55,5.77669,
56,5.77741,
57,5.77616,
58,5.82051,
59,5.74292,
60,5.76929,
61,5.77163,
62,5.79653,
63,5.72409,
64,5.78802,
65,5.75854,
66,5.78378,
67,5.7348,
68,5.74992,
69,5.79585,
70,5.71161,
71,5.74212,
72,5.73922,
73,5.78241,
74,5.77577,
75,5.77683,
76,5.79407,
77,5.76192,
78,5.74847,
79,5.74145,
80,5.77636,
81,5.75225,
82,5.70531,
83,5.71559,
84,5.74558,
85,5.81834,
86,5.81872,
87,5.92059,
88,5.82447,
89,5.87045,
90,5.87135,
91,5.8056,
92,5.8289,
93,5.82513,
94,5.782,
95,5.78714,
96,5.80506,
97,5.73429,
98,5.79945,
99,5.83321,
100,5.78986,
101,5.79529,
102,5.83743,
103,5.82617,
104,5.74452,
105,5.74559,
106,5.80705,
107,5.76682,
108,5.74107,
109,5.75725,
110,5.75551,
111,5.76984,
112,5.8083,
113,5.86947,
114,5.88142,
115,5.87767,
116,5.81756,
117,5.83689,
118,5.83223,
119,5.84223,
120,5.82709,
121,5.7843,
122,5.75476,
123,5.79351,
124,5.73479,
125,5.76784,
126,5.8121,
127,5.73321,
128,5.80164,
129,5.75416,
130,5.72685,
131,5.72389,
132,5.7323,
133,5.76378,
134,5.66525,
135,5.67209,
136,5.76029,
137,5.74381,
138,5.74578,
139,5.73691,
140,5.63417,
141,5.63437,
142,5.63212,
143,5.58558,
144,5.68094,
145,5.67961,
146,5.59245,
147,5.58907,
148,5.57774,
149,5.58829,
150,5.662,
151,5.61947,
152,5.58824,
153,5.59382,
154,5.63308,
155,5.55057,
156,5.51176,
157,5.55115,
158,5.51769,
159,5.55782,
160,5.5336,
161,5.55911,
162,5.54079,
163,5.55407,
164,5.4791,
165,5.49227,
166,5.53634,
167,5.54387,
168,5.43076,
169,5.4758,
170,5.52668,
171,5.45801,
172,5.48833,
173,5.44985,
174,5.45545,
175,5.40463,
176,5.43234,
177,5.42853,
178,5.3831,
179,5.41561,
180,5.45532,
181,5.40853,
182,5.41144,
183,5.3733,
184,5.44274,
185,5.49063,
186,5.53,
187,5.45548,
188,5.43344,
189,5.48383,
190,5.44524,
191,5.42397,
192,5.3963,
193,5.42739,
194,5.49868,
195,5.37945,
196,5.41984,
197,5.32145,
198,5.36337,
199,5.32989,
200,5.33189,
201,5.32851,
202,5.32933,
203,5.29975,
204,5.23039,
205,5.32602,
206,5.21123,
207,5.24296,
208,5.2551,
209,5.24069,
210,5.26161,
211,5.12232,
212,5.21668,
213,5.29994,
214,5.25919,
215,5.25852,
216,5.20397,
217,5.24078,
218,5.11745,
219,5.13779,
220,5.23142,
221,5.06806,
222,5.05859,
223,5.11206,
224,5.35863,
225,5.31472,
226,5.3143,
227,5.26017,
228,5.19635,
229,5.19843,
230,5.16739,
231,5.13402,
232,5.18488,
233,5.13329,
234,5.13134,
235,5.1226,
236,5.10684,
237,5.10276,
238,5.03327,
239,5.08212,
240,5.136,
241,5.12686,
242,5.07537,
243,5.18171,
244,5.10839,
245,4.99592,
246,5.01906,
247,5.10395,
248,5.01446,
249,5.04004,
250,5.15087,
251,5.10693,
252,5.04578,
253,5.00008,
254,5.05318,
255,5.04195,
256,5.04074,
257,5.04024,
258,5.08217,
259,5.02267,
260,4.97978,
261,5.0084,
262,5.04107,
263,4.99448,
264,4.90047,
265,4.98819,
266,4.97082,
267,4.94507,
268,5.00499,
269,4.90776,
270,4.85526,
271,5.02184,
272,4.96165,
273,4.77857,
274,4.7724,
275,4.94369,
276,5.06037,
277,5.04828,
278,5.03167,
279,4.91438,
280,4.89326,
281,4.99741,
282,4.95437,
283,4.99499,
284,4.93455,
285,4.83189,
286,4.96538,
287,4.77435,
288,4.83972,
289,4.76067,
290,4.87417,
291,5.00767,
292,5.00194,
293,5.03426,
294,5.0409,
295,4.99522,
296,4.96987,
297,4.9642,
298,4.93437,
299,4.96395,
300,4.93603,
301,4.93624,
302,4.95061,
303,4.95773,
304,5.26438,
305,4.89089,
306,4.91449,
307,4.94667,
308,4.94626,
309,4.84018,
310,4.89776,
311,4.87861,
312,4.89357,
313,4.8742,
314,4.99715,
315,4.91088,
316,4.87483,
317,4.80736,
318,4.86601,
319,4.84477,
320,4.89013,
321,4.9178,
322,4.95151,
323,4.79582,
324,4.90949,
325,4.95647,
326,4.9817,
327,5.0302,
328,5.01783,
329,4.88395,
330,4.91332,
331,4.96287,
332,4.9376,
333,4.89753,
334,4.88818,
335,4.86633,
336,4.86961,
337,4.83407,
338,4.79226,
339,4.85885,
340,4.79773,
341,4.75323,
342,4.79811,
343,4.82404,
344,4.87752,
345,4.83193,
346,4.77983,
347,4.80504,
348,4.77987,
349,4.81164,
350,4.83292,
351,4.8564,
352,4.79488,
353,4.79196,
354,4.81833,
355,4.77862,
356,4.76552,
357,4.8147,
358,4.8078,
359,4.78504,
360,4.82077,
361,4.81358,
362,4.67562,
363,4.70251,
364,4.7291,
365,4.71573,
366,4.70001,
367,4.7449,
368,4.69203,
369,4.74065,
370,4.72136,
371,4.61091,
372,4.75133,
373,4.69782,
374,4.71004,
375,4.66378,
376,4.72288,
377,4.79249,
378,4.8727,
379,4.79973,
380,4.70564,
381,4.83627,
382,4.75861,
383,4.76745,
384,4.7523,
385,4.68781,
386,4.66814,
387,4.77447,
388,4.59151,
389,4.57068,
390,4.46224,
391,4.6349,
392,4.69155,
393,4.74183,
394,4.70367,
395,4.71635,
396,4.65423,
397,4.64492,
398,4.55683,
399,4.64806,
400,4.64741,
401,4.57609,
402,4.6371,
403,4.49269,
404,4.49171,
405,4.72495,
406,4.62198,
407,4.69279,
408,4.61072,
409,4.64505,
410,4.5692,
411,4.55636,
412,4.54121,
413,4.56325,
414,4.4961,
415,4.4537,
416,4.50285,
417,4.65603,
418,4.48337,
419,4.61335,
420,4.60849,
421,4.86398,
422,4.81913,
423,4.8773,
424,4.86363,
425,4.8782,
426,4.88733,
427,4.80889,
428,4.69159,
429,4.71453,
430,4.68369,
431,4.7103,
432,4.70424,
433,4.7072,
434,4.71245,
435,4.75071,
436,4.65698,
437,4.60707,
438,4.62941,
439,4.68343,
440,4.56352,
441,4.60434,
442,4.59403,
443,4.55584,
444,4.70365,
445,4.63896,
446,4.6149,
447,4.67578,
448,4.6335,
449,4.56336,
450,4.75238,
451,4.67423,
452,4.86843,
453,4.76332,
454,4.81286,
455,4.74925,
456,4.70379,
457,4.75175,
458,4.71014,
459,4.7373,
460,4.67403,
461,4.67758,
462,4.71403,
463,4.61472,
464,4.61321,
465,4.57411,
466,4.62702,
467,4.52197,
468,4.52236,
469,4.55774,
470,4.5544,
471,4.50748,
472,4.50968,
473,4.54383,
474,4.52226,
475,4.56728,
476,4.61638,
477,4.53726,
478,4.86478,
479,4.72816,
480,4.72894,
481,4.72844,
482,4.75498,
483,4.7634,
484,4.65823,
485,4.67033,
486,4.75524,
487,4.66523,
488,4.70984,
489,4.60505,
490,4.64803,
491,4.56125,
492,4.5674,
493,4.63085,
494,4.66267,
495,4.64832,
496,4.52554,
497,4.55941,
498,4.57488,
499,4.55913,
500,4.62502,
501,4.59534,
502,4.56806,
503,4.53482,
504,4.58893,
505,4.71032,
506,4.61122,
507,4.6844,
508,4.67746,
509,4.70616,
510,4.63273,
511,4.82348,
512,4.70639,
513,4.60584,
514,4.52561,
515,4.55262,
516,4.67537,
517,4.63705,
518,4.571,
519,4.56074,
520,4.54642,
521,4.55798,
522,4.55415,
523,4.5919,
524,4.55741,
525,4.52829,
526,4.45629,
527,4.44584,
528,4.48255,
529,4.48505,
530,4.37108,
531,4.48197,
532,4.41576,
533,4.52838,
534,4.4052,
535,4.49574,
536,4.53749,
537,4.47679,
538,4.43445,
539,4.68529,
540,4.66178,
541,4.66707,
542,4.73045,
543,4.64388,
544,4.65625,
545,4.60774,
546,4.61933,
547,4.5945,
548,4.53318,
549,4.61312,
550,4.66031,
551,4.7736,
552,4.58444,
553,4.62524,
554,4.60117,
555,4.585,
556,4.73231,
557,4.6445,
558,4.62777,
559,4.58168,
560,4.46854,
561,4.55915,
562,4.5177,
563,4.47341,
564,4.49854,
565,4.50438,
566,4.55247,
567,4.7175,
568,4.76008,
569,4.70293,
570,4.63293,
571,4.57783,
572,4.59451,
573,4.63862,
574,4.59911,
575,4.54157,
576,4.64471,
577,4.59563,
578,4.59146,
579,4.50999,
580,4.48358,
581,4.52599,
582,4.49708,
583,4.47007,
584,4.50391,
585,4.4314,
586,4.68988,
587,4.76563,
588,4.76213,
589,4.68411,
590,4.62993,
591,4.65458,
592,4.55881,
593,4.762,
594,4.54312,
595,4.58916,
596,4.55947,
597,4.40222,
598,4.38638,
599,4.49772,
600,4.57729,
601,4.53581,
602,4.40241,
603,4.49611,
604,4.46746,
605,4.44424,
606,4.42452,
607,4.50129,
608,4.34034,
609,4.54475,
610,4.54832,
611,4.53926,
612,4.5653,
613,4.58803,
614,4.64383,
615,4.70995,
616,4.65491,
617,4.5156,
618,4.5556,
619,4.48957,
620,4.52153,
621,4.4987,
622,4.50616,
623,4.60895,
624,4.52316,
625,4.49473,
626,4.50866,
627,4.50636,
628,4.49558,
629,4.52375,
630,4.40901,
631,4.41588,
632,4.43098,
633,4.3745,
634,4.4007,
635,4.32401,
636,4.3995,
637,4.42485,
638,4.6305,
639,4.61973,
640,4.52149,
641,4.54921,
642,4.56633,
643,4.49066,
644,4.52643,
645,4.39929,
646,4.4958,
647,4.56134,
648,4.42063,
649,4.55976,
650,4.40272,
651,4.33107,
652,4.50527,
653,4.43757,
654,4.35377,
655,4.4382,
656,4.51497,
657,4.18697,
658,4.36049,
659,4.47507,
660,4.25101,
661,4.36641,
662,4.369,
663,4.36997,
664,4.21383,
665,4.6454,
666,4.54559,
667,4.55005,
668,4.51795,
669,4.55917,
670,4.50891,
671,4.60572,
672,4.54357,
673,4.4539,
674,4.53717,
675,4.56568,
676,4.55307,
677,4.46393,
678,4.41985,
679,4.47404,
680,4.34929,
681,4.39411,
682,4.39419,
683,4.48432,
684,4.40002,
685,4.24032,
686,4.39185,
687,4.30972,
688,4.26656,
689,4.14444,
690,4.2566,
691,4.34204,
692,4.31699,
693,4.25544,
694,4.17274,
695,4.08279,
696,4.13757,
697,4.25013,
698,4.26403,
699,4.79972,
700,4.61819,
701,4.57905,
702,4.4915,
703,4.58026,
704,4.56709,
705,4.49691,
706,4.51314,
707,4.44086,
708,4.49001,
709,4.35795,
710,4.5443,
711,4.41436,
712,4.40121,
713,4.51522,
714,4.52883,
715,4.55563,
716,4.47639,
717,4.48552,
718,4.55387,
719,4.46899,
720,4.37776,
721,4.36411,
722,4.38304,
723,4.66136,
724,4.56847,
725,4.51109,
726,4.50749,
727,4.59444,
728,4.48482,
729,4.50723,
730,4.5704,
731,4.48984,
732,4.40835,
733,4.47852,
734,4.46325,
735,4.44228,
736,4.40553,
737,4.43809,
738,4.43016,
739,4.39624,
740,4.33771,
741,4.34513,
742,4.38885,
743,4.50508,
744,4.36069,
745,4.23992,
746,4.35253,
747,4.27628,
748,4.31399,
749,4.34965,
750,4.34939,
751,4.42113,
752,4.51162,
753,4.37108,
754,4.41173,
755,4.35429,
756,4.4117,
757,4.36837,
758,4.38338,
759,4.28361,
760,4.40337,
761,4.32562,
762,4.2508,
763,4.35337,
764,4.2391,
765,4.35777,
766,4.32669,
767,4.28024,
768,4.3309,
769,4.18959,
770,4.37859,
771,4.22813,
772,4.25092,
773,4.37005,
774,4.31788,
775,4.31711,
776,4.20792,
777,4.28821,
778,4.24655,
779,4.33737,
780,4.29399,
781,4.06651,
782,4.17214,
783,4.08103,
784,4.10639,
785,4.37855,
786,4.30277,
787,4.34783,
788,4.22311,
789,4.29073,
790,4.26276,
791,4.59123,
792,4.45256,
793,4.50337,
794,4.55028,
795,4.42252,
796,4.5492,
797,4.47476,
798,4.40991,
799,4.45295,
800,4.38617,
801,4.37808,
802,4.55799,
803,4.47804,
804,4.35276,
805,4.42168,
806,4.33017,
807,4.38683,
808,4.38757,
809,4.32726,
810,4.29126,
811,4.24109,
812,4.20709,
813,4.26988,
814,4.27397,
815,4.25152,
816,4.31277,
817,4.32545,
818,4.39299,
819,4.33354,
820,4.31149,
821,4.27168,
822,4.5065,
823,4.49266,
824,4.47743,
825,4.43932,
826,4.48023,
827,4.47038,
828,4.34904,
829,4.51396,
830,4.46222,
831,4.45585,
832,4.37695,
833,4.40612,
834,4.24237,
835,4.42441,
836,4.33419,
837,4.34131,
838,4.39809,
839,4.33534,
840,4.25954,
841,4.29513,
842,4.29973,
843,4.80458,
844,4.48602,
845,4.56788,
846,4.44593,
847,4.42952,
848,4.42944,
849,4.35987,
850,4.48528,
851,4.42449,
852,4.15,
853,4.26143,
854,4.28352,
855,4.21808,
856,4.20235,
857,4.12438,
858,4.11786,
859,4.28944,
860,4.36245,
861,4.28425,
862,4.13219,
863,4.17272,
864,4.4729,
865,4.59948,
866,4.61478,
867,4.58125,
868,4.50064,
869,4.5634,
870,4.50865,
871,4.41929,
872,4.49121,
873,4.47821,
874,4.41199,
875,4.48106,
876,4.51264,
877,4.47553,
878,4.36948,
879,4.36207,
880,4.30903,
881,4.35212,
882,4.30453,
883,4.37128,
884,4.37361,
885,4.29218,
886,4.25621,
887,4.3174,
888,4.27832,
889,4.22795,
890,4.55749,
891,4.53603,
892,4.48619,
893,4.45735,
894,4.55437,
895,4.5014,
896,4.38271,
897,4.37069,
898,4.25498,
899,4.29439,
900,4.2569,
901,4.3345,
902,4.38341,
903,4.3057,
904,4.19599,
905,4.12757,
906,4.06463,
907,4.05974,
908,4.08906,
909,4.0697,
910,4.17594,
911,4.04992,
912,3.99249,
913,3.95671,
914,4.20302,
915,4.14056,
916,4.319,
917,3.99382,
918,4.35449,
919,4.15773,
920,4.38829,
921,4.66358,
922,4.44754,
923,4.49549,
924,4.51455,
925,4.45143,
926,4.4768,
927,4.52575,
928,4.42936,
929,4.32489,
930,4.34738,
931,4.32958,
932,4.35576,
933,4.28721,
934,4.32543,
935,4.24329,
936,4.33674,
937,4.12871,
938,4.28045,
939,4.25579,
940,4.03313,
941,4.0996,
942,4.1824,
943,4.05747,
944,4.09654,
945,4.08938,
946,3.98819,
947,3.94463,
948,4.02826,
949,4.46965,
950,4.48121,
951,4.59465,
952,4.53092,
953,4.51723,
954,4.50278,
955,4.39323,
956,4.35283,
957,4.34131,
958,4.41069,
959,4.53713,
960,4.45306,
961,4.41397,
962,4.35773,
963,4.26527,
964,4.43785,
965,4.41742,
966,4.45003,
967,4.28238,
968,4.50517,
969,4.30277,
970,4.32452,
971,4.38591,
972,4.31209,
973,4.26782,
974,4.3004,
975,4.30779,
976,4.27861,
977,4.29802,
978,4.19762,
979,4.28131,
980,4.32147,
981,4.3257,
982,4.29881,
983,4.28723,
984,4.23638,
985,4.14048,
986,4.3097,
987,4.24661,
988,4.20487,
989,4.26367,
990,4.107,
991,4.14407,
992,4.25624,
993,4.27513,
994,4.52564,
995,4.45359,
996,4.40816,
997,4.5048,
998,4.4511,
999,4.46459,
1000,4.36507,
1001,4.39519,
1002,4.23211,
1003,4.3394,
1004,4.35757,
1005,4.24681,
1006,4.38759,
1007,4.31981,
1008,4.25008,
1009,4.41256,
1010,4.415,
1011,4.11458,
1012,4.19186,
1013,4.19028,
1014,4.08316,
1015,4.17275,
1016,4.29433,
1017,4.28677,
1018,4.34825,
1019,4.38311,
1020,4.43045,
1021,4.06826,
1022,4.1986,
1023,4.30511,
1024,4.26572,
1025,4.40448,
1026,4.37728,
1027,4.32746,
1028,4.32039,
1029,4.40059,
1030,4.30053,
1031,4.18287,
1032,4.3304,
1033,4.13893,
1034,4.32735,
1035,4.38054,
1036,4.27819,
1037,4.29656,
1038,4.23897,
1039,4.39685,
1040,4.28827,
1041,4.43999,
1042,4.35185,
1043,4.3561,
1044,4.31802,
1045,4.44793,
1046,4.27234,
1047,4.29545,
1048,4.18643,
1049,4.20419,
1050,4.23008,
1051,4.1651,
1052,4.25642,
1053,4.15957,
1054,4.35449,
1055,4.01553,
1056,4.19168,
1057,4.33127,
1058,4.26943,
1059,4.21292,
1060,4.18847,
1061,4.2755,
1062,4.1377,
1063,4.20643,
1064,3.89153,
1065,4.46564,
1066,4.42102,
1067,4.44196,
1068,4.55732,
1069,4.54853,
1070,4.37841,
1071,4.3772,
1072,4.34689,
1073,4.49953,
1074,4.30798,
1075,4.31564,
1076,4.31103,
1077,4.22742,
1078,4.25778,
1079,4.24993,
1080,4.33464,
1081,4.24461,
1082,4.37741,
1083,4.3923,
1084,4.30826,
1085,4.24238,
1086,4.27701,
1087,4.32847,
1088,4.38377,
1089,4.34018,
1090,4.31992,
1091,4.31515,
1092,4.28773,
1093,4.34065,
1094,4.36066,
1095,4.25194,
1096,4.26817,
1097,4.2675,
1098,4.14694,
1099,4.13274,
1100,4.04468,
1101,4.25693,
1102,4.30557,
1103,4.11495,
1104,4.10472,
1105,4.17706,
1106,4.12096,
1107,4.0905,
1108,4.1371,
1109,4.06997,
1110,4.10579,
1111,4.09297,
1112,4.09874,
1113,4.22761,
1114,4.06833,
1115,4.33254,
1116,4.4125,
1117,4.25913,
1118,4.28309,
1119,4.261,
1120,4.36198,
1121,4.32304,
1122,4.28858,
1123,4.30787,
1124,4.33066,
1125,4.20574,
1126,4.10476,
1127,4.19776,
1128,4.19315,
1129,4.22332,
1130,4.20008,
1131,4.04875,
1132,4.27345,
1133,4.2097,
1134,4.22763,
1135,4.10072,
1136,4.09623,
1137,4.22186,
1138,4.07631,
1139,3.99988,
1140,4.11699,
